Date,Open,Close,Predicted_Open
01-01-2020,751.6251419,745.4520264,745.9520094
02-01-2020,746.7463372,753.6661987,754.1379651
03-01-2020,749.8827529,739.7269897,740.2466389
06-01-2020,736.2420983,720.1123657,720.6993934
07-01-2020,724.8418016,722.6015625,723.1800395
08-01-2020,712.1471227,721.3569946,721.9397468
09-01-2020,730.3676771,739.6273193,740.1473109
10-01-2020,739.7767532,736.8395386,737.3691065
13-01-2020,736.7897462,734.2010498,734.7396812
14-01-2020,736.7897043,744.6554565,745.1581759
15-01-2020,743.8091854,743.062439,743.5706305
16-01-2020,743.2615412,734.1014404,734.640414
17-01-2020,731.6619843,736.6901245,737.2202056
20-01-2020,739.7269618,724.0452881,724.6188057
21-01-2020,723.1989181,714.4868774,715.0932293
22-01-2020,713.8895424,709.508606,710.1320587
23-01-2020,721.9046201,719.8635254,720.4514078
24-01-2020,720.2617843,734.2010498,734.7396812
27-01-2020,729.2725459,737.0386963,737.56758
28-01-2020,735.1967257,733.9521484,734.4916348
29-01-2020,736.7897575,732.0603638,732.6063487
30-01-2020,732.5581836,727.729248,728.2901108
31-01-2020,731.5127677,726.1361694,726.7025046
03-02-2020,701.642888,705.8744507,706.5103872
04-02-2020,709.3592679,711.8981934,712.5134376
05-02-2020,716.3289154,720.9089355,721.4932269
06-02-2020,724.2942034,733.7529907,734.2931612
07-02-2020,733.5040789,744.9044189,745.406283
10-02-2020,743.0624023,737.8849487,738.4109255
11-02-2020,739.7767324,746.6965942,747.192302
12-02-2020,748.7376102,751.9735107,752.4510917
13-02-2020,747.8415188,744.5558472,745.0589086
14-02-2020,744.8545845,733.3049316,733.8466413
17-02-2020,734.2010545,735.1967163,735.7319275
18-02-2020,734.5495355,730.4673462,731.0188033
19-02-2020,737.4369768,737.8352051,738.3613527
20-02-2020,739.5278422,741.071106,741.5861379
24-02-2020,734.7486288,722.3028564,722.8823595
25-02-2020,726.2357054,725.588501,726.1567175
26-02-2020,722.1534681,726.2357178,726.801711
27-02-2020,725.5387694,732.6577148,733.2016478
28-02-2020,715.7812948,694.2749634,694.9507454
02-03-2020,706.2228982,681.2318115,681.9523983
03-03-2020,686.9070762,684.1690063,684.8795035
04-03-2020,687.0065665,679.2404175,679.9678449
05-03-2020,683.5218348,674.9591675,675.7013015
06-03-2020,647.1801601,654.7969971,655.6083904
09-03-2020,636.2278968,620.8449097,621.7729323
11-03-2020,610.987923,616.663147,617.6055345
12-03-2020,589.4318267,540.8933105,542.0959761
13-03-2020,514.7074149,566.3324585,567.4477376
16-03-2020,539.9971398,506.3935852,507.7147612
17-03-2020,512.9151675,486.2314148,487.6218502
18-03-2020,487.8742782,471.3960876,472.8374841
19-03-2020,439.1366093,426.3921509,427.9881409
20-03-2020,429.5285035,426.2926025,427.8889346
23-03-2020,383.6782759,307.3110046,309.316052
24-03-2020,330.5099475,301.8348694,303.8587279
25-03-2020,292.2267101,325.3822327,327.3252033
26-03-2020,334.4925765,339.9189148,341.8119503
27-03-2020,368.3948645,358.1893311,360.0196056
30-03-2020,343.5033223,366.552887,368.3544317
31-03-2020,382.7324028,377.355835,379.1202704
01-04-2020,374.6177388,357.0940857,358.9281225
03-04-2020,358.6373947,324.038147,325.9857347
07-04-2020,345.8928934,387.1630859,388.8938323
08-04-2020,382.0852464,389.6522827,391.3744784
09-04-2020,403.2430308,418.327301,419.9509948
13-04-2020,416.136876,417.1325378,418.7603357
15-04-2020,432.1172504,415.4896851,417.1231263
16-04-2020,406.8273948,420.7168579,422.3323432
17-04-2020,448.0478215,476.7228699,478.1459682
20-04-2020,479.9089934,453.9720154,455.4732655
21-04-2020,434.1085491,418.8251343,420.4471179
22-04-2020,416.734227,429.2795715,430.865643
23-04-2020,432.7146054,428.1843262,429.7741599
24-04-2020,414.195314,402.1976013,403.8767024
27-04-2020,413.1996607,425.4462891,427.0455283
28-04-2020,436.0998421,453.4741516,454.9771119
29-04-2020,428.8813468,437.1951294,438.75401
30-04-2020,449.0434525,442.9699097,444.5089532
04-05-2020,422.1605931,401.0525513,402.7355857
05-05-2020,412.2039514,387.3124084,389.0426419
06-05-2020,383.329782,387.1630859,388.8938323
07-05-2020,385.3211448,395.6262512,397.3279257
08-05-2020,401.7495681,380.3926086,382.1466124
11-05-2020,389.3037827,377.9034424,379.6659967
12-05-2020,374.667533,385.1717834,386.9093702
13-05-2020,409.2170244,412.20401,413.848738
14-05-2020,403.2927648,400.2062378,401.8921794
15-05-2020,401.0027896,386.8643799,388.5961523
18-05-2020,387.312437,357.2434387,359.0769625
19-05-2020,367.2000801,352.9621277,354.8103582
20-05-2020,351.4686117,360.9273987,362.7482676
