Date,Open,Close,Predicted_Open
01-01-2020,315.0345054,314.7991943,315.4539651
02-01-2020,314.8462655,319.3642273,320.018296
03-01-2020,318.0935194,314.0932312,314.7481106
06-01-2020,312.2107732,300.256958,300.9139654
07-01-2020,305.3867453,299.6921997,300.349294
08-01-2020,293.7623841,301.0099487,301.6668403
09-01-2020,307.6927656,310.7988892,311.4542752
10-01-2020,311.5518687,312.7284241,313.3835134
13-01-2020,314.3756337,311.3165894,311.9718958
14-01-2020,310.4223471,308.7281189,309.3838234
15-01-2020,309.6693971,305.1984863,305.8547337
16-01-2020,304.9631733,304.3042908,304.9606757
17-01-2020,294.6094826,299.3157043,299.9728565
20-01-2020,302.1394617,295.5507507,296.2084819
21-01-2020,295.362473,295.2683716,295.9261462
22-01-2020,298.3744347,297.5743713,298.2317913
23-01-2020,297.433204,304.2101746,304.8665739
24-01-2020,304.49252,305.0101929,305.6664692
27-01-2020,302.0452909,297.62146,298.2788727
28-01-2020,299.2686421,296.5860901,297.243662
29-01-2020,299.1745173,297.856781,298.5141575
30-01-2020,298.1391581,292.4446411,293.10285
31-01-2020,295.2683775,299.7392883,300.3963753
03-02-2020,285.1970527,280.5849609,281.2449939
04-02-2020,285.102929,288.2561035,288.9149566
05-02-2020,288.8678822,292.7269897,293.3851552
06-02-2020,292.9152536,303.0336304,303.6902107
07-02-2020,302.610075,301.7158813,302.3726644
10-02-2020,301.009922,299.7863159,300.4433957
11-02-2020,302.186479,305.2926025,305.9488354
12-02-2020,310.5165282,301.3864746,302.0433083
13-02-2020,303.0806864,308.2104797,308.8662639
14-02-2020,308.8222911,300.6334534,301.2904028
17-02-2020,302.0924136,295.7390137,296.3967159
18-02-2020,296.8684508,298.8921204,299.5493377
19-02-2020,303.3630276,301.5276184,302.1844304
20-02-2020,300.5863954,308.3987122,309.0544673
24-02-2020,306.610326,303.9748535,304.6312891
25-02-2020,306.7515491,307.5986633,308.2545416
26-02-2020,305.763238,308.9164124,309.5720879
27-02-2020,308.7281472,303.0336304,303.6902107
28-02-2020,293.6682201,285.1970215,285.8563451
02-03-2020,292.7269825,270.5136108,271.1751927
03-03-2020,275.7846163,272.8197021,273.4809294
04-03-2020,274.6551065,268.5370178,269.1989037
05-03-2020,273.8079613,271.5489807,272.2104034
06-03-2020,252.2535021,254.6066132,255.2706415
09-03-2020,244.7705843,238.5583801,239.2248767
11-03-2020,238.13483,230.6990051,231.3667105
12-03-2020,218.2745552,200.108551,200.7809612
13-03-2020,188.2488787,227.7811432,228.4492973
16-03-2020,214.509579,210.2269287,210.8977827
17-03-2020,213.850726,202.508728,203.180769
18-03-2020,208.0150064,202.5557861,203.2278199
19-03-2020,191.0255343,191.6844025,192.3581082
20-03-2020,193.4727729,197.5201263,198.1929346
23-03-2020,178.8364241,170.9299774,171.6068752
24-03-2020,179.7306024,172.4359589,173.112625
25-03-2020,167.5414924,178.7422943,179.4179906
26-03-2020,180.2953601,181.4248505,182.1001341
27-03-2020,190.1313598,184.4368286,185.1116491
30-03-2020,178.8364271,175.9185638,176.5946944
31-03-2020,180.718925,185.2839661,185.9586562
01-04-2020,182.6014096,175.5891418,176.2653231
03-04-2020,176.5303824,165.188385,165.8661659
07-04-2020,173.5654484,175.447937,176.1241399
08-04-2020,172.153581,172.2477112,172.9244063
09-04-2020,176.9539237,176.7186127,177.3946202
13-04-2020,175.8244472,172.718338,173.3949608
15-04-2020,176.0126904,171.63591,172.3126992
16-04-2020,171.3064723,177.4245605,178.1004595
17-04-2020,184.4838994,181.8954773,182.5706886
20-04-2020,182.6013959,181.1895294,181.8648493
21-04-2020,176.9539417,173.8948975,174.5713392
22-04-2020,174.6008441,177.6128235,178.2886935
23-04-2020,176.7186103,175.7303009,176.4064604
24-04-2020,173.1889635,169.1886749,169.8658405
27-04-2020,172.7183286,170.2710876,170.9480868
28-04-2020,171.306464,173.4713287,174.1478357
29-04-2020,174.1301905,178.930542,179.6062093
30-04-2020,182.1308012,179.3070679,179.9826773
04-05-2020,171.7300392,168.341568,169.0188639
05-05-2020,170.3652268,160.388031,161.0665501
06-05-2020,161.0939562,161.0469055,161.7253233
07-05-2020,160.8116137,160.7174835,161.395952
08-05-2020,162.3175881,156.8583679,157.5374299
11-05-2020,158.0819773,155.7288666,156.4081023
12-05-2020,154.5523019,157.0936584,157.7726843
13-05-2020,168.0591702,163.870636,164.5486195
14-05-2020,160.9057185,158.0819855,158.7608593
15-05-2020,158.0819938,156.6230621,157.3021603
18-05-2020,156.623067,146.1752625,146.8559675
19-05-2020,148.2459893,143.8221436,144.5032105
20-05-2020,144.0103794,144.3868713,145.0678514
21-05-2020,144.622192,143.0220795,143.7032695
22-05-2020,143.0691348,141.9867096,142.6680588
26-05-2020,143.4456236,142.5043793,143.1856489
27-05-2020,143.0220734,149.2813568,149.9615841
28-05-2020,150.0814016,148.9048462,149.5851314
29-05-2020,146.9282407,151.8227081,152.5025446
01-06-2020,154.3640777,160.058609,160.7371788
02-06-2020,159.9174002,160.2468414,160.9253823
03-06-2020,162.3646611,164.623642,165.3015097
04-06-2020,164.6236269,163.8235779,164.5015686
05-06-2020,166.1767018,176.7657013,177.4417016
08-06-2020,185.4251371,175.8244476,176.5005927
09-06-2020,176.6715469,173.6125031,174.2889883
10-06-2020,173.7066407,176.6715546,177.3475693
11-06-2020,176.9539473,166.7414398,167.4189818
12-06-2020,160.0115367,168.6239166,169.3011691
15-06-2020,167.4003133,163.4941406,164.172182
16-06-2020,167.5415178,162.7411652,163.4193224
17-06-2020,160.9527844,162.788208,163.466358
18-06-2020,162.2705218,169.0945435,169.7717235
19-06-2020,169.7063681,173.6595917,174.3360696
22-06-2020,174.1301978,176.6715546,177.3475693
23-06-2020,178.4599335,181.1424713,181.8177984
24-06-2020,183.3544132,173.7537231,174.4301866
25-06-2020,171.494711,174.365509,175.0418784
26-06-2020,176.9539484,173.7537231,174.4301866
29-06-2020,172.2477144,168.7180481,169.3952861
30-06-2020,170.4593481,167.9650421,168.6423959
