Date,Open,Close,Predicted_Open
01-01-2020,1683.912242,1669.007324,1670.821054
02-01-2020,1674.939636,1666.515137,1668.361561
03-01-2020,1665.916655,1652.108398,1654.143825
06-01-2020,1652.108487,1647.572266,1649.667201
07-01-2020,1656.046609,1665.817017,1667.6726
08-01-2020,1649.715662,1649.865234,1651.930089
09-01-2020,1668.459167,1660.034668,1661.96611
10-01-2020,1669.057198,1679.625244,1681.299677
13-01-2020,1686.903295,1686.005981,1687.596706
14-01-2020,1690.891386,1671.749268,1673.527026
15-01-2020,1670.901656,1670.552734,1672.34619
16-01-2020,1673.842884,1696.424683,1697.878724
17-01-2020,1698.767563,1692.984985,1694.484152
20-01-2020,1703.852177,1613.026611,1615.574751
21-01-2020,1600.165283,1620.204712,1622.658682
22-01-2020,1628.280389,1580.724121,1583.696037
23-01-2020,1583.21661,1601.012817,1603.718566
24-01-2020,1600.613936,1638.000977,1640.221478
27-01-2020,1623.794019,1613.47522,1616.017474
28-01-2020,1615.120275,1621.1521,1623.593641
29-01-2020,1628.081035,1635.508545,1637.761745
30-01-2020,1632.866742,1623.345459,1625.758226
31-01-2020,1704.500158,1686.654053,1688.236275
03-02-2020,1640.643105,1671.200806,1672.985759
04-02-2020,1678.977372,1693.184448,1694.680998
05-02-2020,1696.873257,1684.660156,1686.268536
06-02-2020,1688.7976,1668.95752,1670.771902
07-02-2020,1670.702252,1648.070679,1650.159076
10-02-2020,1654.999815,1664.271851,1666.147705
11-02-2020,1677.382034,1672.397095,1674.166354
12-02-2020,1675.039032,1709.734253,1711.013686
13-02-2020,1709.534859,1684.709961,1686.317688
14-02-2020,1690.891312,1675.886597,1677.610077
17-02-2020,1679.92438,1686.005981,1687.596706
18-02-2020,1677.431976,1685.906372,1687.498403
19-02-2020,1734.758678,1695.97583,1697.43576
20-02-2020,1692.187491,1680.871582,1682.529664
24-02-2020,1666.963529,1673.194702,1674.953497
25-02-2020,1671.150895,1670.752197,1672.543036
26-02-2020,1665.069234,1661.480103,1663.392582
27-02-2020,1660.981607,1677.681152,1679.38109
28-02-2020,1649.915093,1615.469116,1617.985213
02-03-2020,1626.087205,1594.183594,1596.978935
03-03-2020,1598.96902,1621.401245,1623.839518
04-03-2020,1627.283523,1603.106567,1605.784848
05-03-2020,1610.135371,1646.375854,1648.486486
06-03-2020,1600.364731,1626.136963,1628.513108
09-03-2020,1590.195583,1573.396362,1576.464411
11-03-2020,1571.202932,1584.512817,1587.435029
12-03-2020,1505.351965,1460.637085,1465.184421
13-03-2020,1395.782905,1465.621948,1470.103888
