Date,Open,Close,Predicted_Open
01-01-2020,521.8990635,518.8540649,519.6682169
02-01-2020,518.1290165,522.5756226,523.3769659
03-01-2020,520.0623359,520.8839722,521.6911378
06-01-2020,519.3373814,508.1724854,509.0234005
07-01-2020,513.5857174,505.4658203,506.3260511
08-01-2020,498.7958583,508.4141235,509.264207
09-01-2020,513.005721,528.0855713,528.8679509
10-01-2020,526.7323523,522.2373657,523.0398733
13-01-2020,521.4157081,520.642334,521.4503312
14-01-2020,518.3223725,519.6756592,520.4869835
15-01-2020,517.2590413,517.7423706,518.5603487
16-01-2020,516.099082,519.2407227,520.0535439
17-01-2020,516.6789942,514.3106689,515.1404581
20-01-2020,515.2291,517.017395,517.8378683
21-01-2020,515.1806689,513.3439941,514.1771103
22-01-2020,513.7791019,505.4174805,506.2778776
23-01-2020,504.0158363,510.1057739,510.9500352
24-01-2020,511.6040533,516.0506592,516.8744597
27-01-2020,520.5456646,519.3373413,520.14983
28-01-2020,520.1590277,510.5891418,511.4317395
29-01-2020,513.8273915,509.0424194,509.8903405
30-01-2020,510.0574644,514.4557495,515.2850393
31-01-2020,512.3290563,508.124115,508.9751966
03-02-2020,487.1959744,498.3608704,499.2455545
04-02-2020,502.662515,513.102417,513.9363646
05-02-2020,511.4107035,521.1256104,521.9319443
06-02-2020,522.3339741,523.5422974,524.3403137
07-02-2020,522.9139896,518.5640259,519.3791761
10-02-2020,520.6907689,516.1474609,516.9709283
11-02-2020,519.772329,521.7539673,522.5581386
12-02-2020,527.6022904,530.9855957,531.7579942
13-02-2020,530.6955487,522.9622803,523.7622929
14-02-2020,523.2040097,527.6022949,528.3863378
17-02-2020,524.8956431,523.5422974,524.3403137
18-02-2020,522.9622961,523.1556396,523.9549868
19-02-2020,525.3789757,526.6356201,527.4229901
20-02-2020,527.3122801,528.7622681,529.5423187
24-02-2020,521.5122998,512.184021,513.0211295
25-02-2020,514.6973633,513.2473755,514.0808242
26-02-2020,509.284075,506.2391357,507.096705
27-02-2020,505.3690988,498.1674805,499.0528302
28-02-2020,484.8759916,480.6710205,481.6165883
02-03-2020,491.3042011,489.2258911,490.1420154
03-03-2020,492.8508729,497.5874939,498.4748397
04-03-2020,500.2458609,491.4009399,492.3095783
05-03-2020,492.7542179,487.6792603,488.6007076
06-03-2020,468.8294045,470.1343994,471.1162315
09-03-2020,459.162837,442.4879761,443.5649598
11-03-2020,434.9963715,450.1245728,451.1752733
12-03-2020,423.3964609,411.4582214,412.6420013
13-03-2020,387.6300952,432.2897339,433.4018172
16-03-2020,410.0565813,389.4667358,390.7262045
17-03-2020,393.4300505,355.0053711,356.3834466
18-03-2020,356.7936989,343.2121277,344.6307924
19-03-2020,324.8939721,327.2622681,328.7358279
20-03-2020,317.0639912,334.1738586,335.6236306
23-03-2020,300.7758109,274.5310364,276.1860831
24-03-2020,285.4542862,286.6142883,288.2277477
25-03-2020,274.5310168,306.3340759,307.879665
26-03-2020,311.2640799,319.2390137,320.7401874
27-03-2020,343.9371393,328.5189514,329.9881861
30-03-2020,319.0940164,302.9508057,304.5080391
31-03-2020,313.8740871,312.9557495,314.4785486
01-04-2020,308.3641251,300.7758484,302.3405674
03-04-2020,299.1808368,277.0926819,278.7389121
07-04-2020,298.0208162,315.227356,316.7423368
08-04-2020,312.0857279,308.3157654,309.854534
09-04-2020,321.3173241,331.2739258,332.7336786
13-04-2020,329.6789468,319.6257019,321.1255448
15-04-2020,331.2739469,316.43573,317.9465519
16-04-2020,314.4540482,330.5972595,332.0593412
17-04-2020,349.9304133,363.0286255,364.3790871
20-04-2020,363.4636474,349.2537537,350.6516247
21-04-2020,329.6305643,320.7856445,322.2814952
22-04-2020,315.1307273,324.7489929,326.2312028
23-04-2020,328.9055836,341.1821594,342.6078107
